,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
0,Seven (feat. Latto) (Explicit Ver.),"Latto, Jung Kook",2,2023,7,14,553,147,141381703.0,43,263,45.0,10,826.0,125,B,Major,80,89,83,31,0,8,4
1,LALA,Myke Towers,1,2023,3,23,1474,48,133716286.0,48,126,58.0,14,382.0,92,C#,Major,71,61,74,7,0,10,4
3,Cruel Summer,Taylor Swift,1,2019,8,23,7858,100,800840817.0,116,207,125.0,12,548.0,170,A,Major,55,58,72,11,0,11,15
5,Sprinter,"Dave, Central Cee",2,2023,6,1,2186,91,183706234.0,67,213,88.0,17,946.0,141,C#,Major,92,66,58,19,0,8,24
6,Ella Baila Sola,"Eslabon Armado, Peso Pluma",2,2023,3,16,3090,50,725980112.0,34,222,43.0,13,418.0,148,F,Minor,67,83,76,48,0,8,3
9,La Bebe - Remix,"Peso Pluma, Yng Lvcas",2,2023,3,17,2953,44,553634067.0,49,110,66.0,13,339.0,170,D,Minor,81,56,48,21,0,8,33
10,un x100to,"Bad Bunny, Grupo Frontera",2,2023,4,17,2876,40,505671438.0,41,205,54.0,12,251.0,83,F#,Minor,57,56,72,23,0,27,5
11,Super Shy,NewJeans,1,2023,7,7,422,55,58255150.0,37,202,21.0,5,168.0,150,F,Minor,78,52,82,18,0,15,7
12,Flowers,Miley Cyrus,1,2023,1,12,12211,115,1316855716.0,300,215,745.0,58,,118,Unknown,Major,71,65,68,6,0,3,7
14,As It Was,Harry Styles,1,2022,3,31,23575,130,2513188493.0,403,198,863.0,46,,174,F#,Minor,52,66,73,34,0,31,6
16,Cupid - Twin Ver.,Fifty Fifty,1,2023,2,24,2942,77,496795686.0,91,212,78.0,6,0.0,120,B,Minor,78,76,59,43,0,34,3
18,Classy 101,"Feid, Young Miko",2,2023,3,31,2610,40,335222234.0,43,100,54.0,14,187.0,100,B,Major,86,67,66,14,0,12,16
20,LADY GAGA,"Gabito Ballesteros, Junior H, Peso Pluma",3,2023,6,22,332,26,86444842.0,11,163,10.0,4,0.0,140,F,Minor,65,87,74,22,0,42,4
21,I Can See You (Taylor   s Version) (From The ,Taylor Swift,1,2023,7,7,516,38,52135248.0,73,119,42.0,1,150.0,123,F#,Major,69,82,76,6,0,6,3
23,"Peso Pluma: Bzrp Music Sessions, Vol. 55","Bizarrap, Peso Pluma",2,2023,5,31,1313,40,200647221.0,17,152,32.0,11,139.0,133,F,Minor,85,81,67,26,0,12,5
24,Popular (with Playboi Carti & Madonna) - The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Madonna, Playboi Carti",3,2023,6,2,1945,87,115364561.0,74,182,87.0,14,,99,C#,Major,85,83,68,7,0,36,20
25,SABOR FRESA,Fuerza Regida,1,2023,6,22,250,26,78300654.0,16,149,10.0,5,168.0,130,G,Minor,79,96,86,9,0,9,9
26,Calm Down (with Selena Gomez),"R  ma, Selena G",2,2022,3,25,7112,77,899183384.0,202,119,318.0,38,96.0,107,B,Major,80,82,80,43,0,14,4
27,MOJABI GHOST,"Tainy, Bad Bunny",2,2023,6,29,859,40,61245289.0,35,109,41.0,14,211.0,122,F#,Minor,81,74,71,14,0,56,4
29,Dance The Night (From Barbie The Album),Dua Lipa,1,2023,5,25,2988,101,127408954.0,0,0,143.0,38,0.0,110,B,Minor,67,78,85,2,0,33,5
31,TULUM,"Peso Pluma, Grupo Frontera",2,2023,6,28,266,34,52294266.0,20,185,13.0,8,197.0,168,F#,Major,56,63,87,39,0,11,5
33,Anti-Hero,Taylor Swift,1,2022,10,21,9082,56,999748277.0,242,142,165.0,9,310.0,97,E,Major,64,51,63,12,0,19,5
35,Los del Espacio,"Big One, Duki, Lit Killah, Maria Becerra, FMK, Rusherking, Emilia, Tiago pzk",8,2023,6,1,1150,31,123122413.0,22,33,34.0,7,184.0,120,Unknown,Major,81,63,68,11,0,11,4
37,Blank Space,Taylor Swift,1,2014,1,1,11434,53,1355959075.0,154,123,410.0,2,81.0,96,F,Major,75,57,68,9,0,13,6
39,TQM,Fuerza Regida,1,2023,5,19,584,28,176553476.0,16,159,15.0,6,100.0,125,F,Minor,79,96,85,27,0,11,6
40,El Azul,"Junior H, Peso Pluma",2,2023,2,10,692,25,354495408.0,10,107,6.0,3,62.0,144,A,Minor,56,84,65,23,0,10,6
41,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2,2018,10,9,24094,78,2808096550.0,372,117,843.0,4,69.0,90,D,Major,76,91,50,54,0,7,5
43,See You Again,"Tyler, The Creator, Kali Uchis",3,2017,7,21,13387,64,1047101291.0,77,58,247.0,1,311.0,79,F#,Major,56,58,56,37,0,11,10
44,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Aqua, Ice Spice",3,2023,6,23,1117,80,65156199.0,82,145,65.0,16,,144,Unknown,Major,77,75,58,52,0,23,25
45,Angels Like You,Miley Cyrus,1,2020,11,27,3372,19,570515054.0,65,48,138.0,1,102.0,122,F,Major,67,49,64,10,0,10,3
46,I Ain't Worried,OneRepublic,1,2022,5,13,8431,76,1085685420.0,241,127,458.0,37,332.0,140,Unknown,Major,71,82,81,11,0,6,5
48,Starboy,"The Weeknd, Daft Punk",2,2016,9,21,29536,79,2565529693.0,281,137,0.0,1,140.0,186,G,Major,68,49,59,16,0,13,28
52,AMARGURA,Karol G,1,2023,2,24,1133,39,153372011.0,14,71,23.0,10,176.0,107,F#,Minor,92,55,70,18,0,15,7
53,(It Goes Like) Nanana - Edit,Peggy Gou,1,2023,6,15,2259,59,57876440.0,0,0,109.0,17,0.0,130,G,Minor,67,96,88,12,19,8,4
56,Moonlight,Kali Uchis,1,2023,2,24,2649,42,256483385.0,67,79,57.0,1,615.0,137,G,Minor,64,88,72,51,0,17,5
57,La Bachata,Manuel Turizo,1,2022,5,26,6804,45,1214083358.0,139,111,161.0,15,210.0,125,G,Minor,84,85,68,58,0,22,4
58,S91,Karol G,1,2023,7,14,525,41,16011326.0,34,115,39.0,6,216.0,128,Unknown,Minor,86,42,72,59,0,9,19
60,T  ,"dennis, MC Kevin o Chris",2,2023,5,4,731,15,111947664.0,27,17,73.0,4,167.0,130,B,Major,86,59,96,50,1,9,5
61,Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",2,2023,2,3,5184,41,156338624.0,154,84,102.0,14,37.0,133,F,Major,70,86,81,25,0,25,5
62,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, BTS, Jung Kook",3,2022,6,24,3107,39,720434240.0,38,0,4.0,0,0.0,101,D,Major,88,72,59,62,0,9,3
64,Hey Mor,"Ozuna, Feid",2,2022,10,6,4637,38,674072710.0,63,79,89.0,11,16.0,98,C#,Minor,90,40,59,0,0,10,29
70,BABY HELLO,"Rauw Alejandro, Bizarrap",2,2023,6,23,1004,35,54266102.0,42,80,58.0,3,169.0,130,C#,Minor,77,84,89,17,0,43,5
71,Heat Waves,Glass Animals,1,2020,6,28,22543,63,2557975762.0,386,144,707.0,28,,81,B,Major,76,53,53,44,0,9,9
74,"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",2,2022,7,6,8506,45,1356565093.0,94,65,164.0,14,176.0,128,D,Major,62,55,78,1,3,23,4
78,Yandel 150,"Yandel, Feid",2,2022,12,20,3618,38,585695368.0,47,74,80.0,14,194.0,168,F#,Minor,78,58,73,5,0,10,7
85,El Merengue,"Marshmello, Manuel Turizo",2,2023,3,3,2114,44,223633238.0,80,75,110.0,11,323.0,124,G#,Minor,78,70,68,3,1,11,4
87,Me Porto Bonito,"Chencho Corleone, Bad Bunny",2,2022,5,6,8870,43,1440757818.0,104,120,141.0,26,49.0,92,C#,Minor,91,43,71,9,0,9,8
88,Makeba,Jain,1,2015,6,22,6060,53,165484133.0,150,148,0.0,22,,116,D,Major,82,40,66,39,51,25,7
89,MONTAGEM - FR PUNK,"Ayparia, unxbected",2,2012,6,20,641,50,58054811.0,1,52,8.0,0,,129,A,Major,63,84,82,70,8,9,7
90,Fast Car,Luke Combs,1,2023,3,24,1446,12,157058870.0,57,97,35.0,0,429.0,98,G#,Major,71,67,60,19,0,12,3
91,What It Is (Solo Version),Doechii,1,2023,3,17,804,25,95131998.0,29,76,24.0,0,162.0,172,C#,Minor,74,76,76,6,0,10,9
95,All My Life (feat. J. Cole),"J. Cole, Lil Durk",2,2023,5,12,2175,23,144565150.0,69,145,69.0,2,478.0,143,D#,Major,83,69,44,15,0,10,33
99,Take Two,BTS,1,2023,6,9,674,47,118482347.0,20,106,25.0,4,78.0,93,G,Major,62,57,59,3,0,38,3
104,New Jeans,NewJeans,1,2023,7,7,77,35,29562220.0,8,166,4.0,4,34.0,134,E,Minor,81,53,72,51,0,12,5
106,Cold Heart - PNAU Remix,"Dua Lipa, Elton John, Pnau",3,2017,11,10,21097,52,1605224506.0,384,135,0.0,37,312.0,116,C#,Major,80,92,80,4,0,10,3
108,Bones,Imagine Dragons,1,2021,3,11,4198,44,838079900.0,98,108,327.0,17,153.0,114,F,Minor,77,65,72,2,0,7,5
112,LAGUNAS,"Jasiel Nu  ez, Peso P",2,2023,6,22,58,18,39058561.0,2,106,4.0,2,184.0,116,B,Major,77,79,62,33,1,15,3
113,Mine (Taylor's Version),Taylor Swift,1,2023,7,7,99,15,36912123.0,21,52,6.0,1,0.0,121,G,Major,65,49,78,0,0,17,4
114,Everybody Wants To Rule The World,Tears For Fears,1,1985,2,17,41751,25,1205951614.0,101,32,0.0,0,666.0,112,G,Major,64,54,81,36,0,11,6
115,No Role Modelz,J. Cole,1,2014,12,9,21164,36,1791000570.0,80,65,476.0,0,14.0,100,A#,Minor,70,47,52,30,0,6,33
117,Rara Vez,"Taiu, Milo j",2,2023,2,8,893,38,248088961.0,19,23,24.0,3,88.0,120,F,Minor,84,96,71,18,0,34,17
118,VAGABUNDO,"Sebastian Yatra, Manuel Turizo, Be  ",3,2023,5,12,1094,34,90839753.0,40,58,47.0,8,203.0,127,B,Minor,82,89,85,4,0,23,6
120,LUNA,"Junior H, Peso Pluma",2,2023,6,22,201,11,55842345.0,19,117,8.0,1,74.0,128,A,Minor,75,79,63,33,0,15,4
122,Nonsense,Sabrina Carpenter,1,2022,7,15,2346,27,342897938.0,69,12,38.0,8,64.0,139,G#,Major,74,68,68,3,0,26,4
123,Que Vuelvas,"Carin Leon, Grupo Frontera",2,2022,12,9,763,26,2762.0,21,110,21.0,9,71.0,162,A#,Major,49,78,64,19,0,11,4
124,Por las Noches,Peso Pluma,1,2021,6,11,457,24,330346424.0,8,116,4.0,3,2.0,92,Unknown,Major,81,39,60,31,0,7,3
125,Feliz Cumplea  os Fe,Feid,1,2022,8,19,3430,38,601863821.0,45,69,52.0,4,3.0,95,F,Major,87,57,55,10,0,29,7
126,Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",3,2011,8,16,6074,52,1953533826.0,201,44,0.0,2,0.0,146,D,Major,63,88,93,3,0,10,8
127,Watermelon Sugar,Harry Styles,1,2019,11,17,21915,34,2322580122.0,437,115,0.0,12,,95,Unknown,Major,55,56,82,12,0,34,5
129,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",2,2023,6,21,871,32,66902503.0,25,59,32.0,5,88.0,128,B,Major,78,59,65,10,0,26,5
130,Queencard,(G)I-DLE,1,2023,5,15,451,33,96273746.0,10,126,7.0,0,148.0,130,E,Minor,82,69,83,3,0,27,5
131,OMG,NewJeans,1,2023,1,2,1783,27,430977451.0,26,124,15.0,1,22.0,127,A,Minor,80,74,77,36,0,11,4
133,"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",2,2023,1,11,5724,44,721975598.0,119,108,254.0,29,22.0,122,D,Minor,78,50,63,27,0,9,5
136,Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",3,2022,12,2,1682,46,276259178.0,24,90,30.0,1,176.0,119,C#,Minor,75,48,53,18,0,18,34
137,"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",5,2023,5,22,182,8,54225632.0,3,88,1.0,0,52.0,110,G,Minor,76,96,72,32,0,9,4
140,Believer,Imagine Dragons,1,2017,1,31,18986,23,2594040133.0,250,121,0.0,10,31.0,125,A#,Minor,77,74,78,4,0,23,11
142,"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",2,2023,6,1,293,8,11956641.0,5,2,30.0,2,66.0,133,B,Minor,93,68,65,42,0,12,25
143,Without Me,Eminem,1,2002,1,1,21081,43,1687664027.0,98,76,0.0,5,0.0,112,G,Major,92,67,66,0,0,36,9
144,QUEMA,"Sog, Ryan Castro, Peso Pluma",3,2023,7,13,437,31,11599388.0,17,29,26.0,3,208.0,97,Unknown,Major,79,92,89,5,0,6,5
149,El Gordo Trae El Mando,Chino Pacas,1,2023,1,27,539,21,255932395.0,7,71,4.0,2,13.0,140,G,Minor,74,96,80,18,0,5,5
150,Mi Bello Angel,Natanael Cano,1,2023,6,30,86,8,31873544.0,7,76,3.0,1,93.0,128,A,Minor,81,90,77,1,0,9,5
151,Bye,Peso Pluma,1,2023,5,26,324,14,95053634.0,13,110,8.0,2,60.0,122,Unknown,Major,78,70,81,57,0,10,5
152,Danza Kuduro,"Don Omar, Lucenzo",2,2010,1,1,17138,37,1279434863.0,119,81,974.0,1,503.0,130,Unknown,Major,47,86,92,8,0,5,24
153,Nosso Quadro,"Ana Castela, AgroPlay",2,2023,2,2,894,9,233801632.0,14,88,66.0,3,72.0,160,A,Major,69,61,71,33,0,31,20
154,Locked Out Of Heaven,Bruno Mars,1,2012,12,5,1622,9,1481349984.0,0,0,356.0,0,0.0,144,F,Major,73,87,70,6,0,28,5
155,Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",3,2023,4,4,561,14,142095275.0,4,14,12.0,5,56.0,192,B,Major,50,85,52,11,0,28,6
157,Counting Stars,OneRepublic,1,2013,1,1,29215,43,2011464183.0,179,97,0.0,11,153.0,122,C#,Minor,66,48,71,6,0,12,4
160,PRC,"Natanael Cano, Peso Pluma",2,2023,1,23,961,26,436027885.0,19,143,10.0,6,15.0,138,G,Minor,78,89,83,10,0,12,5
161,Gasolina,Daddy Yankee,1,2004,7,13,6457,18,657723613.0,98,95,453.0,0,454.0,96,Unknown,Major,86,74,80,33,0,8,6
164,Save Your Tears,The Weeknd,1,2020,3,20,12688,13,1591223784.0,197,115,112.0,0,200.0,118,Unknown,Major,68,61,82,2,0,50,3
165,Sure Thing,Miguel,1,2010,5,25,13801,19,950906471.0,137,125,435.0,6,285.0,81,B,Minor,68,51,60,3,0,19,10
166,Every Breath You Take - Remastered 2003,The Police,1,1983,1,6,22439,19,1593270737.0,211,74,929.0,0,129.0,117,C#,Major,82,73,45,54,0,7,3
168,We Found Love,"Rihanna, Calvin Harris",2,2011,1,1,36843,21,1235005533.0,321,91,0.0,1,58.0,128,C#,Major,73,60,77,3,0,11,4
174,            ,YOASOBI,1,2023,4,12,356,16,143573775.0,35,102,8.0,1,117.0,166,C#,Major,57,84,94,11,0,37,9
176,Shake It Off,Taylor Swift,1,2014,1,1,21335,13,1113838873.0,328,70,0.0,9,20.0,160,G,Major,65,95,80,5,0,41,16
177,Why'd You Only Call Me When You're High?,Arctic Monkeys,1,2013,1,1,23389,29,1267333350.0,54,70,0.0,2,1.0,92,D,Major,70,81,63,4,0,8,4
179,Shape of You,Ed Sheeran,1,2017,1,6,32181,10,3562543890.0,33,0,0.0,7,0.0,96,C#,Minor,83,93,65,58,0,9,8
187,Circles,Post Malone,1,2019,8,30,19664,16,2132335812.0,391,73,633.0,3,37.0,120,Unknown,Major,70,59,75,24,0,9,4
190,Bebe Dame,"Fuerza Regida, Grupo Frontera",2,2022,12,16,849,22,367316268.0,27,129,21.0,7,111.0,157,G,Major,54,75,60,30,0,7,5
193,Better Than Revenge (Taylor's Version),Taylor Swift,1,2023,7,7,86,11,30343206.0,3,33,3.0,0,1.0,146,B,Minor,50,67,89,0,0,19,8
195,Have You Ever Seen The Rain?,Creedence Clearwater Revival,1,1968,7,1,15890,14,1145727611.0,71,37,653.0,0,167.0,116,Unknown,Major,74,76,70,7,0,13,3
196,Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,4,3,19.0,0,0.0,95,F#,Minor,84,52,77,12,0,7,4
197,POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,2023,6,8,773,33,57312735.0,20,46,21.0,8,99.0,170,G#,Minor,62,55,80,15,0,37,7
199,Take On Me,a-ha,1,1984,10,19,44927,17,1479115056.0,34,0,0.0,6,0.0,84,F#,Minor,57,86,90,2,0,9,5
203,AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,11,24,995,19,463564958.0,12,117,9.0,5,3.0,136,B,Minor,77,79,73,15,0,27,10
205,S-Class,Stray Kids,1,2023,6,2,290,19,65496046.0,9,101,5.0,0,73.0,105,F,Minor,89,67,78,9,0,7,33
207,Chanel,"Becky G, Peso Pluma",2,2023,3,30,681,10,161460990.0,15,92,21.0,2,26.0,132,D,Major,85,53,68,40,0,9,4
209,Area Codes,"Kaliii, Kaliii",2,2023,3,17,1197,13,113509496.0,44,34,25.0,1,171.0,155,C#,Major,82,51,39,2,0,9,49
211,Obsessed,"Abhijay Sharma, Riar Saab",2,2022,9,29,161,6,71007139.0,10,79,2.0,0,42.0,135,F,Minor,80,85,74,62,0,8,9
212,Pi  man De ,"Semicenk, Do  u ",2,2023,6,2,185,3,43522589.0,5,6,4.0,1,33.0,98,A#,Minor,73,45,62,28,0,13,13
213,FLOWER,JISOO,1,2023,3,31,839,18,232896922.0,20,110,20.0,0,69.0,124,A,Minor,84,64,39,3,0,11,4
215,Eyes Closed,Ed Sheeran,1,2023,3,23,2915,30,195576623.0,116,69,107.0,3,675.0,107,D,Major,78,39,53,30,0,11,6
217,La Jumpa,"Arcangel, Bad Bunny",2,2022,11,30,3794,34,538115192.0,47,77,53.0,10,8.0,123,G#,Major,71,58,70,30,0,32,19
219,Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2022,12,2,2959,16,401036314.0,41,69,38.0,0,36.0,117,F,Minor,72,45,59,14,0,20,21
220,Las Morras,"BLESSD, Peso Pluma",2,2023,4,4,291,8,127026613.0,8,78,4.0,1,1.0,133,A,Minor,78,90,84,31,0,7,4
221,CHORRITO PA LAS ANIMAS,Feid,1,2022,12,2,2321,36,345031710.0,29,65,34.0,5,3.0,96,G#,Minor,74,61,83,11,0,35,6
222,Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,2022,12,1,536,10,288101651.0,10,72,8.0,3,14.0,149,G#,Major,66,85,60,40,0,14,13
224,Players,Coi Leray,1,2022,11,30,4096,6,335074782.0,118,48,143.0,0,240.0,105,F#,Major,95,62,52,3,0,5,16
225,Bite Me,ENHYPEN,1,2023,5,22,349,69,76767396.0,8,96,5.0,0,56.0,105,C#,Major,80,69,78,28,0,11,14
226,Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,2023,5,26,381,5,46065667.0,23,82,6.0,0,113.0,134,B,Major,76,61,58,6,0,16,3
227,Normal,Feid,1,2022,7,8,2461,36,459276435.0,47,66,45.0,5,6.0,170,E,Minor,71,59,56,4,0,27,12
229,Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,2023,3,1,967,5,138517666.0,7,29,51.0,1,29.0,154,F#,Major,63,75,92,31,0,91,5
231,CUFF IT,Beyonc ,1,2022,7,29,7842,10,595900742.0,215,88,330.0,26,23.0,115,G,Major,78,64,69,4,0,7,14
233,69,"Nicky Jam, Feid",2,2023,5,18,1134,22,57945987.0,39,14,48.0,2,3.0,93,G#,Major,79,58,62,11,0,11,23
234,Ni  a Bo,"Sean Paul, Feid",2,2023,4,21,1305,34,115010040.0,29,26,43.0,5,44.0,91,G,Major,82,47,62,10,0,10,15
235,Search & Rescue,Drake,1,2023,4,7,2066,6,175097833.0,58,70,43.0,0,182.0,142,A#,Minor,82,54,44,6,0,33,7
238,"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,6,2,197,0,32761689.0,3,10,3.0,0,0.0,101,F,Major,92,59,51,41,51,26,8
240,Erro Gostoso - Ao Vivo,Simone Mendes,1,2023,1,27,984,5,153454328.0,8,57,76.0,2,49.0,154,F#,Major,59,63,89,18,0,80,9
241,Cupido,Tini,1,2023,2,14,1240,24,217672943.0,51,29,63.0,4,54.0,120,A,Major,91,63,58,52,0,31,22
247,Cart  o B,"MC Caverinha, KayBlack",2,2023,5,11,269,4,71573339.0,7,2,30.0,1,11.0,108,A,Minor,84,55,47,26,0,20,64
250,The Real Slim Shady,Eminem,1,2000,1,1,20763,27,1424589568.0,81,53,0.0,1,17.0,104,F,Minor,95,78,66,3,0,4,6
251,MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,1267,20,231332117.0,41,22,56.0,4,84.0,93,F#,Minor,84,96,79,43,0,18,11
254,Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,5,4,675,1,50847624.0,9,13,11.0,0,1.0,178,C#,Minor,62,56,66,18,0,12,5
256,UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,2023,5,1,327,13,92035115.0,14,110,9.0,0,49.0,104,E,Minor,80,38,88,11,0,11,5
257,Haegeum,Agust D,1,2023,4,21,244,12,118810253.0,6,84,10.0,2,9.0,85,G,Major,70,83,84,31,0,47,30
258,Conex  es de M  fia (feat. Rich ,"Rich The Kid, Matu ",2,2023,4,30,385,4,77233241.0,17,7,41.0,1,29.0,117,F#,Minor,77,69,58,39,0,26,5
261,X SI VOLVEMOS,"Karol G, Romeo Santos",2,2023,2,2,2127,33,266624541.0,45,80,53.0,8,4.0,178,C#,Minor,79,58,78,34,0,11,25
263,Cupid,Fifty Fifty,1,2023,2,24,526,10,139681964.0,15,93,30.0,0,320.0,120,D,Major,77,94,66,65,0,38,3
265,Cupid     Twin Ver. (FIFTY FIFTY)     Spe,sped up 8282,1,1997,1,1,472,2,103762518.0,0,0,6.0,0,0.0,144,F,Major,74,75,73,42,0,9,4
266,Shorty Party,"Cartel De Santa, La Kelly",2,2023,3,4,432,12,162887075.0,8,14,12.0,2,33.0,96,D,Major,93,47,47,33,0,10,36
268,Slut Me Out,NLE Choppa,1,2022,4,22,816,4,190490915.0,21,4,13.0,0,4.0,121,F#,Minor,94,71,61,12,0,53,42
272,Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,2023,4,14,1444,4,104992946.0,0,0,0.0,0,0.0,148,A,Major,90,74,68,14,0,10,19
273,Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,2023,2,3,356,10,147290338.0,4,64,4.0,2,37.0,182,A,Major,57,80,59,8,0,6,5
274,Shivers,Ed Sheeran,1,2021,9,9,10147,30,1302184087.0,234,71,543.0,18,,141,D,Major,79,82,86,28,0,4,9
275,Igualito a Mi Ap ,"Fuerza Regida, Peso Pluma",2,2022,12,30,265,6,158950978.0,8,84,5.0,1,4.0,145,E,Minor,76,80,81,19,0,6,9
278,DESPECH ,ROSAL ,1,2022,7,28,7613,33,782369383.0,180,90,422.0,15,55.0,130,G,Major,92,78,62,18,0,6,10
279,Made You Look,Meghan Trainor,1,2022,10,21,3956,6,502574952.0,142,23,127.0,3,16.0,145,A#,Major,84,88,53,35,0,8,7
281,No Se Va,Grupo Frontera,1,2022,4,28,924,18,404887295.0,17,80,22.0,9,38.0,173,Unknown,Major,59,69,53,12,0,23,3
282,Punto G,Quevedo,1,2022,11,4,1985,35,381161027.0,34,26,37.0,5,1.0,92,B,Minor,75,55,76,25,0,10,15
283,Lovers Rock,TV Girl,1,2014,6,5,6339,13,466231982.0,3,1,36.0,1,37.0,105,F,Minor,56,57,87,0,1,10,4
286,En Paris,"El Chachito, Junior H",2,2022,12,24,406,5,198275403.0,3,31,2.0,1,0.0,139,D#,Minor,70,77,48,37,0,12,5
287,Set Me Free Pt.2,Jimin,1,2023,3,17,340,13,168448603.0,4,71,16.0,1,9.0,132,Unknown,Minor,59,56,82,12,0,12,6
290,Shut Down,BLACKPINK,1,2022,9,16,1524,17,482175240.0,53,120,62.0,0,2.0,110,Unknown,Major,82,67,69,0,0,18,4
291,Gato de Noche,"Nengo Flow, Bad Bunny",2,2022,12,22,2651,30,304118600.0,21,55,32.0,3,0.0,94,G#,Major,89,61,66,17,0,36,16
294,Rosa Pastel,"Jasiel Nu  ez, Peso P",2,2023,2,2,200,4,90025258.0,8,77,2.0,1,1.0,123,G,Minor,70,86,68,24,0,11,4
295,Sunroof,"Nicky Youre, Dazy",2,2021,12,3,3741,17,652704649.0,156,35,110.0,19,0.0,131,A#,Major,77,84,71,35,0,15,4
297,Superman,"Eminem, Dina Rae",2,2002,5,26,7615,14,655466831.0,18,51,0.0,0,0.0,130,E,Minor,80,64,76,2,0,20,6
298,Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,3,2,1208,34,146409671.0,10,41,20.0,0,1.0,94,B,Major,82,53,67,34,0,9,8
299,People Pt.2 (feat. IU),"IU, Agust D",2,2023,4,7,209,4,95816024.0,4,45,11.0,2,24.0,89,G,Minor,73,44,57,39,0,32,6
300,REMIX EXCLUSIVO,Feid,1,2023,3,17,1235,9,117206995.0,20,8,15.0,0,6.0,87,F,Minor,65,71,56,4,0,15,20
301,"Arc  ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,2023,3,22,654,3,100409613.0,11,3,18.0,1,1.0,124,B,Minor,72,79,78,55,0,15,30
302,DOGTOOTH,"Tyler, The Creator",2,2023,3,27,1479,0,80758350.0,23,0,18.0,0,33.0,78,G#,Major,71,80,65,51,0,22,32
303,10:35,"Ti  sto, Tate M",2,2022,11,1,4942,26,325592432.0,190,104,147.0,18,63.0,120,G#,Major,70,70,79,7,0,18,10
306,La Bebe,Yng Lvcas,1,2021,12,24,489,17,191945597.0,4,11,5.0,1,2.0,170,D,Minor,78,75,46,62,0,12,35
308,Late Night Talking,Harry Styles,1,2022,5,20,7461,8,743693613.0,166,42,199.0,16,58.0,115,A#,Major,71,90,73,30,0,11,5
309,Le ,Mar  lia Mendo,1,2022,12,9,993,4,267789608.0,30,84,88.0,1,28.0,130,F#,Major,74,79,87,45,0,30,3
310,Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2,2020,3,20,9161,5,1221813483.0,240,98,468.0,3,10.0,118,Unknown,Major,65,63,79,3,0,10,3
313,Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023,3,14,320,6,116334601.0,5,48,2.0,1,9.0,142,G,Minor,70,76,79,26,0,11,7
315,If We Ever Broke Up,Mae Stephens,1,2023,2,10,2040,4,165584767.0,81,27,66.0,9,444.0,116,G,Major,90,96,73,62,0,9,4
316,You Proof,Morgan Wallen,1,2022,5,13,2128,9,367814306.0,37,88,9.0,0,14.0,120,A,Major,73,64,85,25,0,61,3
317,LA INOCENTE,"Feid, Mora",2,2022,4,1,2598,37,477033549.0,28,57,43.0,8,85.0,92,F,Minor,76,46,79,31,0,7,6
318,Malas Decisiones,Kenia OS,1,2022,10,26,542,2,156214700.0,23,2,21.0,0,0.0,110,G#,Minor,81,64,79,5,0,31,3
