,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
581,thought i was playing,"21 Savage, Gunna",2,2022,1,7,807,0,60680939.0,3,0,5.0,0,0.0,148,C#,Major,68,29,73,0,0,7,7
588,Praise God,Kanye West,1,2021,8,29,4651,0,376333030.0,24,6,105.0,0,0.0,118,C#,Major,80,21,55,1,0,26,17
596,Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058.0,54,16,259.0,0,13.0,101,C#,Major,67,40,90,3,0,34,6
597,The Business,Ti  ,1,2020,1,1,14311,0,1062345656.0,255,32,582.0,0,14.0,120,G#,Minor,80,24,62,41,2,11,23
608,Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,1959,0,412795151.0,19,0,38.0,0,0.0,81,Unknown,Major,45,12,57,7,0,23,3
616,Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481,0,489945871.0,144,30,86.0,0,0.0,136,B,Minor,80,33,60,0,0,32,14
625,Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,5403,6,593917618.0,118,116,96.0,0,3.0,168,C#,Major,67,29,47,5,0,22,26
628,family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,6308,5,560222750.0,114,15,63.0,0,2.0,134,C#,Major,71,14,61,1,0,23,33
629,Mr. Brightside,The Killers,1,2003,9,23,51979,15,1806617704.0,306,99,0.0,2,120.0,148,C#,Major,35,24,93,0,0,10,8
630,Blessed-Cursed,ENHYPEN,1,2022,1,10,246,0,77337771.0,2,12,10.0,0,0.0,127,E,Minor,60,40,89,9,0,60,6
632,Streets,Doja Cat,1,2019,11,7,5728,0,865640097.0,85,87,179.0,0,12.0,90,B,Major,75,19,46,21,4,34,8
639,'Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22923,0,1695712020.0,78,46,0.0,1,0.0,171,C#,Major,55,10,85,7,0,8,20
649,Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,590,5,246376690.0,4,113,20.0,0,1.0,130,D,Minor,51,50,76,30,0,10,7
650,Boyfriend,Dove Cameron,1,2022,2,11,3766,0,496311364.0,76,0,102.0,0,2.0,180,G,Minor,35,23,61,23,0,19,6
654,City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,0,107255472.0,34,3,30.0,0,0.0,147,G#,Minor,47,50,80,10,0,32,38
655,Brividi,"Mahmood, Blanco",2,2022,2,2,1175,0,135079152.0,34,1,31.0,0,0.0,123,G,Major,52,44,60,40,0,26,3
659,Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,0,240769997.0,13,0,113.0,1,3.0,115,C#,Major,60,37,71,8,0,48,4
660,All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,5342,0,426204830.0,33,123,7.0,0,4.0,141,D#,Major,37,17,67,2,0,34,9
661,Notion,The Rare Occasions,1,2016,8,5,2393,0,421135627.0,22,13,65.0,0,6.0,160,A,Major,31,30,88,7,0,8,8
662,Formula,Labrinth,1,2019,10,4,3444,7,554875730.0,24,85,102.0,0,1.0,145,B,Major,57,23,66,4,6,15,4
663,Mount Everest,Labrinth,1,2019,6,21,5443,0,467727006.0,45,1,80.0,0,12.0,89,Unknown,Minor,46,43,43,23,8,8,22
665,Cigarettes,Juice WRLD,1,2021,12,10,975,0,185408548.0,11,0,10.0,0,0.0,160,D,Major,60,47,62,3,0,38,4
669,Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,3541,2,252871192.0,57,13,50.0,1,7.0,172,B,Minor,31,4,86,1,0,28,17
674,Swim,Chase Atlantic,1,2017,10,4,2742,0,498960285.0,5,1,62.0,0,0.0,120,G#,Major,67,8,54,27,0,8,4
678,Problem ,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,0,209768491.0,42,7,15.0,0,4.0,92,D,Minor,73,37,74,28,0,14,6
683,Alien Blues,Vundabar,1,2015,7,24,1930,0,370068639.0,3,0,28.0,0,1.0,82,D#,Major,47,44,76,8,91,9,3
693,NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,4708,0,461437791.0,13,7,55.0,0,1.0,140,F,Minor,62,46,73,10,0,67,11
708,Nail Tech,Jack Harlow,1,2022,2,18,2939,0,193443895.0,42,0,24.0,0,0.0,150,E,Minor,65,11,58,0,0,12,9
713,Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,1729,0,153240879.0,26,1,19.0,0,0.0,104,D,Minor,80,24,65,2,0,9,4
716,Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,31,40112,3,2197010679.0,321,162,0.0,8,17.0,71,Unknown,Minor,41,23,40,27,0,30,5
721,Mon  y so,YEAT,1,2021,9,10,1473,0,263779030.0,2,0,12.0,0,10.0,138,D,Major,69,35,57,12,0,10,9
722,Demasiadas Mujeres,C. Tangana,1,2020,10,8,2226,0,339473453.0,36,2,11.0,0,14.0,126,A,Minor,67,37,46,13,0,10,39
723,Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,2204080728.0,336,188,0.0,3,30.0,103,B,Minor,61,47,65,3,0,17,4
725,O.O,NMIXX,1,2022,2,22,290,0,135444283.0,9,66,10.0,0,0.0,200,B,Minor,39,28,77,4,0,6,29
728,First Class,Jack Harlow,1,2022,4,8,8737,0,694525298.0,163,32,137.0,15,12.0,107,G#,Major,91,32,56,3,0,11,10
730,Fuera del mercado,Danny Ocean,1,2022,2,17,2499,21,421365166.0,68,24,43.0,1,0.0,92,G#,Major,45,27,67,32,0,13,14
733,In My Head,Lil Tjay,1,2022,4,1,1185,0,190981339.0,21,0,31.0,0,0.0,143,C#,Major,68,41,55,16,0,10,12
737,Chance,Paulo Londra,1,2022,4,6,225,0,89566512.0,11,0,7.0,0,0.0,138,C#,Minor,72,22,46,24,0,9,6
738,Cool for the Summer,Demi Lovato,1,2015,1,1,9243,0,677389855.0,155,5,577.0,0,6.0,114,F,Minor,59,30,62,1,0,8,4
739,psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,918,0,75476209.0,24,0,52.0,0,0.0,180,G,Minor,63,45,64,34,0,9,8
740,Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328.0,52,25,32.0,0,10.0,145,B,Major,56,41,57,1,0,13,3
743,Right On,Lil Baby,1,2022,4,8,1116,0,101780047.0,31,9,15.0,0,1.0,166,D,Major,70,22,61,2,0,10,34
751,Fim de Semana no Rio,teto,1,2022,3,30,315,2,139193812.0,27,2,31.0,0,0.0,119,C#,Minor,87,28,50,12,0,10,10
755,Golden,Harry Styles,1,2019,12,13,8429,1,807015863.0,85,24,200.0,0,2.0,140,E,Minor,45,25,84,21,0,13,6
766,Un Ratito,Bad Bunny,1,2022,5,6,1112,6,417230415.0,7,30,13.0,1,1.0,93,Unknown,Minor,79,22,55,31,0,12,5
767,United In Grief,Kendrick Lamar,1,2022,5,13,2575,0,156898322.0,4,5,12.0,0,51.0,87,G#,Major,52,32,83,24,0,17,43
771,Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,2942,0,271666301.0,42,28,43.0,0,0.0,125,Unknown,Major,50,39,78,4,0,11,33
786,ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1367,0,307752576.0,48,4,34.0,1,0.0,110,C#,Major,80,26,85,23,0,11,21
792,House Of Memories,Panic! At The Disco,1,2016,1,15,2948,0,582863434.0,10,2,150.0,0,0.0,110,B,Minor,51,48,82,0,0,5,3
793,Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,1860,0,58687425.0,1,0,3.0,0,0.0,174,A,Major,73,26,54,30,0,34,32
798,Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,555,0,53729194.0,10,4,4.0,0,0.0,105,D,Major,83,32,82,14,0,12,4
799,Thousand Miles,The Kid Laroi,1,2022,4,22,2050,0,244741137.0,52,9,46.0,0,1.0,81,G,Major,38,20,66,9,0,9,8
802,PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,0,254218729.0,28,42,23.0,0,0.0,125,G#,Major,88,28,66,6,0,13,31
803,Mirror,Kendrick Lamar,1,2022,5,13,1929,0,53603447.0,2,0,4.0,0,0.0,92,E,Minor,66,29,65,23,0,8,7
805,"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,25,928,0,164163229.0,19,0,7.0,0,0.0,96,Unknown,Major,61,32,90,25,0,10,9
816,10 Things I Hate About You,Leah Kate,1,2022,3,23,1301,0,185550869.0,23,1,15.0,0,0.0,154,G#,Major,54,45,79,1,0,17,5
817,SPACE MAN,Sam Ryder,1,2022,2,22,1329,0,54682594.0,42,51,32.0,0,0.0,80,B,Major,47,33,83,18,0,10,5
819,Iris,The Goo Goo Dolls,1,1998,3,31,13101,9,1284942608.0,137,5,582.0,0,0.0,156,B,Minor,32,49,72,0,0,9,4
822,This Love (Taylor   s Ve,Taylor Swift,1,2022,5,6,1492,0,132171975.0,26,2,15.0,0,2.0,144,E,Major,47,7,50,32,0,7,4
823,Good Looking,Suki Waterhouse,1,2017,10,20,2264,0,184706613.0,11,6,25.0,0,1.0,150,E,Major,37,27,56,8,0,13,3
827,Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,1,334733572.0,80,11,66.0,0,1.0,107,B,Major,72,36,72,26,6,11,4
832,Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,2313,0,136676504.0,34,0,29.0,0,0.0,120,G,Major,88,15,56,1,0,8,6
837,True Love,"Kanye West, XXXTENTACION",2,2022,5,27,2129,0,194902696.0,23,1,44.0,1,0.0,84,F,Minor,71,39,86,2,0,51,25
838,Satellite,Harry Styles,1,2022,5,20,3291,5,311482393.0,43,28,79.0,0,208.0,139,Unknown,Major,58,30,46,14,0,9,3
843,So Good,Halsey,1,2022,6,9,1057,0,91781263.0,51,14,19.0,0,0.0,83,D#,Minor,63,29,62,4,0,18,4
848,Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5148,0,588955257.0,90,22,365.0,0,114.0,91,G#,Major,57,30,89,10,0,33,8
849,Hold My Hand,Lady Gaga,1,2022,5,3,2528,0,238350348.0,63,8,270.0,2,105.0,148,G,Major,51,21,63,5,0,41,3
853,Me and Your Mama,Childish Gambino,1,2016,11,10,8775,0,445590495.0,33,60,107.0,1,0.0,118,F,Major,56,25,45,1,3,7,3
854,Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,5290,0,286739476.0,139,73,142.0,0,5.0,123,E,Minor,60,46,71,3,0,16,4
864,Massive,Drake,1,2022,6,17,5263,0,195628667.0,66,89,61.0,0,11.0,125,E,Minor,51,5,68,12,2,15,6
868,Layla,"Sch  rze, DJ R",2,2022,3,24,832,3,130419412.0,18,124,24.0,1,0.0,140,F,Minor,44,41,92,0,0,44,7
869,MORE,j-hope,1,2022,7,1,565,0,155795783.0,6,52,11.0,0,0.0,97,D,Major,78,31,72,1,0,11,4
872,SNAP,Rosa Linn,1,2022,3,19,1818,0,711366595.0,3,0,63.0,0,353.0,170,Unknown,Major,56,52,64,11,0,45,7
873,Sticky,Drake,1,2022,6,17,2814,0,191448892.0,38,105,25.0,0,2.0,137,A#,Minor,88,8,49,9,0,9,14
877,die first,Nessa Barrett,1,2022,6,24,767,0,131746175.0,25,0,22.0,0,0.0,183,G#,Minor,44,44,67,7,0,12,13
882,STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,2107,0,170732845.0,51,1,50.0,0,0.0,130,E,Minor,72,18,46,7,0,28,8
885,GIVENCHY,Duki,1,2022,7,20,625,4,185236961.0,13,18,12.0,0,0.0,103,G#,Major,61,38,62,14,0,23,40
886,ALIEN SUPERSTAR,Beyonc ,1,2022,7,29,2688,0,171788484.0,39,47,36.0,0,0.0,122,A#,Minor,55,46,64,0,0,17,10
887,Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78.0,0,141.0,130,B,Major,47,56,90,0,0,10,4
890,"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,367,0,97610446.0,28,67,195.0,0,0.0,145,G,Major,56,43,53,24,0,12,4
901,Bound 2,Kanye West,1,2013,1,1,19806,7,703301727.0,33,11,274.0,0,0.0,149,C#,Major,37,28,66,14,0,9,5
911,Talk,YEAT,1,2022,9,2,920,0,148461629.0,10,1,8.0,0,0.0,140,E,Minor,70,26,76,8,0,54,23
913,Selfish,PnB Rock,1,2016,6,23,2468,0,380319238.0,15,0,0.0,0,0.0,102,C#,Minor,64,4,60,11,0,19,4
916,Poland,Lil Yachty,1,2022,6,23,1584,0,115331792.0,38,0,24.0,0,0.0,150,F,Minor,70,26,56,14,83,11,5
917,THE LONELIEST,M  ne,1,2022,10,7,1585,5,225093344.0,78,65,328.0,1,198.0,130,D,Major,52,24,60,0,0,8,3
918,Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,766,0,84697729.0,16,0,9.0,0,0.0,83,D#,Minor,65,24,53,6,0,51,4
921,Miss You,Southstar,1,1982,5,16,2020,0,154356956.0,77,10,119.0,0,40.0,145,A,Major,66,24,58,17,0,19,5
922,we fell in love in october,girl in red,1,2018,11,21,6858,0,723043854.0,31,21,15.0,0,4.0,130,G,Major,57,24,37,11,18,16,3
924,Celestial,Ed Sheeran,1,2022,9,29,1639,0,176474912.0,86,14,80.0,0,37.0,123,D,Major,57,50,85,5,0,16,4
926,I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,2020,12,18,668,1,140430339.0,0,0,31.0,0,,125,D#,Minor,49,13,74,0,0,9,4
927,California Breeze,Lil Baby,1,2022,10,14,991,0,85559365.0,36,38,13.0,0,3.0,162,F,Minor,74,22,67,0,0,11,46
930,Major Distribution,"Drake, 21 Savage",2,2022,11,4,1545,0,154863153.0,22,7,15.0,0,0.0,131,G#,Minor,91,23,55,1,0,7,32
932,Vigilante Shit,Taylor Swift,1,2022,10,21,1948,0,253650850.0,12,9,16.0,0,0.0,80,E,Minor,80,16,28,17,0,12,39
933,Question...?,Taylor Swift,1,2022,10,21,1608,0,223064273.0,10,3,12.0,0,0.0,109,G,Major,75,11,50,20,0,30,17
934,On BS,"Drake, 21 Savage",2,2022,11,4,1338,0,170413877.0,9,20,7.0,0,0.0,158,A,Major,84,33,36,2,0,39,59
936,Circo Loco,"Drake, 21 Savage",2,2022,11,4,1794,0,141720999.0,26,9,17.0,0,3.0,104,C#,Major,73,25,61,1,0,32,7
938,Spin Bout U,"Drake, 21 Savage",2,2022,11,4,1652,2,198365537.0,26,52,10.0,0,95.0,130,G,Major,77,20,70,1,0,16,5
943,The Astronaut,Jin,1,2022,10,28,481,9,203436468.0,10,100,15.0,1,27.0,125,F,Major,54,22,76,0,0,14,3
945,Broke Boys,"Drake, 21 Savage",2,2022,11,4,1060,0,106249219.0,3,8,5.0,0,0.0,120,D,Major,64,11,53,1,0,25,27
951,Alone,Burna Boy,1,2022,11,4,782,2,96007391.0,27,18,32.0,1,0.0,90,E,Minor,61,32,67,15,0,11,5
